Timestamp	Oletko palkansaaja vai laskuttaja?	Ikä	Sukupuoli	Työkokemus	Montako vuotta olet tehnyt laskuttavaa työtä alalla?	Mitä palveluja tarjoat?	Tuntilaskutus (ALV 0%, euroina)	Vuosilaskutus (ALV 0%, euroina)	Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?	Mistä asiakkaat ovat?	Työpaikka	Missä kaupungissa työpaikkasi pääasiallinen toimisto sijaitsee?	Millaisessa yrityksessä työskentelet	Työaika (jos työsuhteessa)	Rooli	Etänä vai lähityössä?	Kuukausipalkka (brutto, euroina)	Vuositulot (sis. bonukset, osingot yms, euroina)	Vapaa kuvaus kokonaiskompensaatiomallista	Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?	Vapaa sana	Ideoita ensi vuoden kyselyyn
04/10/2022 07:13:15	Palkansaaja	36-40 v	mies	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	86,67	ohjelmistokehittäjä, backend	Pääosin tai kokonaan etätyö	4850	60625		Kyllä		
04/10/2022 08:34:09	Palkansaaja	41-45 v	mies	20								Oulu	Tuotetalossa, jonka core-bisnes on softa	opintovapaa		Jotain siltä väliltä						
04/10/2022 09:01:52	Palkansaaja	31-35 v	Mies	8								Tampere	Konsulttitalossa	100%	full-stack ohjelmistokehittäjä/arkkitehti	Jotain siltä väliltä	4736	71000	kk-palkka, osakeosingot, puhelinetu, lounari, kulttuuri/liikuntaetu	Kyllä		
04/10/2022 09:07:43	Palkansaaja	26-30 v	Mies	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	full-stack	Jotain siltä väliltä	3650	49500	Kuukausipalkka, osingot ja bonukset.	Ei		
04/10/2022 09:56:25	Palkansaaja	41-45 v	Mies	20							Pienehkö konsulttitalo osa isompaa grouppia	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	full-stack lead developer	Jotain siltä väliltä	5900	73750	Kuukausipalkka + vähän reilummat etuudet	Kyllä		
04/10/2022 10:31:20	Palkansaaja	36-40 v	Mies	7							PHZ Full Stack	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Full-stack	Pääosin tai kokonaan etätyö	6570	82125		Kyllä		
04/10/2022 11:02:48	Palkansaaja	36-40 v	Mies	14								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Backend ohjelmistokehittäjä	Jotain siltä väliltä	6200	80000	Vähän optioita palkan päälle	Ei		
04/10/2022 11:15:07	Palkansaaja	26-30 v	Mies	4								Vaasa	Tuotetalossa, jonka core-bisnes on softa	100%	full-stack	Pääosin tai kokonaan etätyö	3200	40000		Ei		
04/10/2022 11:55:45	Palkansaaja	26-30 v	Mies	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Ohjelmistokehittäjä (full-stack)	Pääosin tai kokonaan etätyö	3700	46250		Ei		
04/10/2022 12:05:03	Laskuttaja	36-40 v	Mies	15	1.5	arkkitehtuuria	120	300000	Itse	Suomesta, Ulkomailta												
04/10/2022 12:13:47	Laskuttaja	36-40 v	Mies	15	10	Softadevausta (full stack, fokus backend ja devops), arkkitehtuuria ja projektinvetoa, ja joskus koulutusta	90	100000	Itse, Käytän välitysfirmoja	Suomesta, Ulkomailta												
04/10/2022 12:21:41	Palkansaaja	36-40 v	nainen	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Business development	Pääosin tai kokonaan etätyö	9600	120000	pienosakas	Kyllä		
04/10/2022 12:24:48	Palkansaaja	26-30 v	Mies	2								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Full-stack	Pääosin tai kokonaan etätyö	3800	50000	Palkka + lounasetu	Ei		
04/10/2022 13:42:00	Palkansaaja	41-45 v	Mies	20								Vaasa	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Operations	Pääosin tai kokonaan etätyö	5000	64000		Kyllä		
04/10/2022 14:04:03	Palkansaaja	31-35 v	Mies	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Solution Architect	Jotain siltä väliltä	11200	135000	signing bonus 2v + rsu later	Kyllä		
04/10/2022 15:09:16	Palkansaaja	36-40 v		5								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	frontend	Pääosin tai kokonaan etätyö	4700	60000		Kyllä		
04/10/2022 15:14:57	Palkansaaja	31-35 v	Mies	9								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Senior data scientist	Pääosin tai kokonaan toimistolla	6000	77000	prosenttiosuus edellisen kuukauden asiakaslaskutuksesta	Kyllä		
04/10/2022 15:23:30	Palkansaaja	36-40 v	Mies	10								Turku	Tuotetalossa, jonka core-bisnes on softa	100%	Full Stack Developer	Jotain siltä väliltä	5500	66000		Kyllä		
04/10/2022 15:46:06	Palkansaaja	36-40 v	Mies	12							Cirit	Tampere	Konsulttitalossa	100%	Senior frontend-kehittäjä	Ei paikallaolovelvoitetta, mutta yleensä kolme päivää viikosta toimistolla	4800	60000		Kyllä	Kiitos vaivannäöstä tämän kyselyn järjestämiseksi!	
04/10/2022 15:58:28	Palkansaaja	41-45 v	Mies	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Lead developer	Pääosin tai kokonaan etätyö	7150	95000		Kyllä		
04/10/2022 16:58:49	Palkansaaja	36-40 v	mies	0								Oulu	Tuotetalossa, jonka core-bisnes on softa	100%	junior sw developer	Pääosin tai kokonaan toimistolla	2600	32500		Kyllä		
04/10/2022 18:09:12	Palkansaaja	21-25 v	Mies	4								Turku	Konsulttitalossa	100%	Ohjelmistokehittäjä (full-stack)	Jotain siltä väliltä	4100	54500		Kyllä		
04/10/2022 19:02:38	Palkansaaja	31-35 v	nainen	0							Accenture	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Cloud Developer	Jotain siltä väliltä	2900	36250		Ei		
04/10/2022 19:02:47	Palkansaaja	26-30 v	Mies	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Senior Consultant	Pääosin tai kokonaan etätyö	5145	64312.5	Mukana pieni osakkuus	Kyllä		
04/10/2022 20:29:28	Palkansaaja	36-40 v		15								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	arkkitehti	Pääosin tai kokonaan toimistolla	5400	70000		Ei		
04/10/2022 20:31:06	Palkansaaja	36-40 v	Mies	15							Siili Solutions	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Lead developer	Jotain siltä väliltä	6900	86000		Kyllä		
04/10/2022 20:32:06	Palkansaaja	26-30 v	Mies	10								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	80%	Full-stack	Pääosin tai kokonaan etätyö	4730	62125		Kyllä		
04/10/2022 20:33:09	Palkansaaja	36-40 v		3								PK-Seutu (Helsinki, Espoo, Vantaa)		100%	Data scientist	Pääosin tai kokonaan etätyö	3750	48000		Ei		
04/10/2022 21:48:29	Laskuttaja	46-50 v	Mies	24	1	DevOps, ohjelmistoautomaatio	105	180000	Itse, Verkosto	Suomesta												
04/10/2022 22:02:00	Palkansaaja	41-45 v	M	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Arkkitehti	Pääosin tai kokonaan etätyö	6500	120000		Ei		
05/10/2022 08:08:52	Palkansaaja	36-40 v	mies	10								Tampere	Tuotetalossa, jonka core-bisnes on softa	100%	full stack ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	3500	44000		Kyllä		
05/10/2022 08:15:22	Laskuttaja	36-40 v	M	18	8	Webdev, full stack	50	80000	Itse, Käytän välitysfirmoja	Ulkomailta												
05/10/2022 08:38:02	Palkansaaja	36-40 v	Mies	12							Mavericks	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Konsultti	Jotain siltä väliltä		104000	Provisiomalli lihotettuna bonuksilla myynnistä ja rekrystä	Kyllä		
05/10/2022 08:43:26	Palkansaaja	26-30 v	Mies	5								Vaasa	Konsulttitalossa	100%	Full-stack	Jotain siltä väliltä	4500	60000		Kyllä		
05/10/2022 08:55:50	Palkansaaja	36-40 v	Nainen	1								Tampere	Konsulttitalossa	100%	Junior Developer	Pääosin tai kokonaan toimistolla	3290	41125	Ei mitään bonuksia, osakkeita tms. Liikunta-, kulttuuri- ja hyvinvointietu, laaja terveydenhuolto, hammashoito jne. löytyvät.	Kyllä	Relevantti työkokemukseni voisi olla vähän enemmänkin, ei kuitenkaan kahta vuotta.	Työsuhde-edut ois kiva olla erillisenä kysymyksenä.
05/10/2022 09:20:31	Palkansaaja	31-35 v	Mies	7							Nitor	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Data Engineer	Jotain siltä väliltä	6700	84000		Kyllä		
05/10/2022 09:29:11	Laskuttaja	36-40 v		12	4	Full stack	80	120000	Käytän välitysfirmoja, LinkedIn:istä tullut suoraan monta kyselyä, nykyinenkin projekti	Suomesta												
05/10/2022 09:44:35	Palkansaaja	41-45 v	Mies	22								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Full-stack sovelluskehittäjä	Pääosin tai kokonaan etätyö	5200	65000		Kyllä		
05/10/2022 10:15:57	Palkansaaja	26-30 v	Nainen	0								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Testaaja	Pääosin tai kokonaan etätyö	2400	32200		Kyllä	Hyvinvointietu 500e/vuosi + henkilökohtainen opiskelubudgetti	
05/10/2022 11:24:51	Palkansaaja	21-25 v	Mies	0								Tampere	Konsulttitalossa	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	2450	30625		Kyllä		
05/10/2022 11:47:13	Laskuttaja	36-40 v	Mies	21	9	Devops		160000	Itse	Suomesta, Ulkomailta												
05/10/2022 11:57:21	Palkansaaja	31-35 v		15								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Full-stack developer	Jotain siltä väliltä		80000	Peruspalkka + provisio	Kyllä		
05/10/2022 13:57:40	Palkansaaja	36-40 v	Miäs	14								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Lead developer	Jotain siltä väliltä	4630	58000		Ei		Voisi kysellä kuinka paljon työajasta voi käyttää itseopiskeluun tai muuhun ei suoraan tuottavaan työhön.
05/10/2022 14:27:58	Palkansaaja	31-35 v	mies	8								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	full-stack	Jotain siltä väliltä	4500	65000	osa tunneista laskutettavia, näistä bonus	Ei		
05/10/2022 16:05:48	Palkansaaja	26-30 v	Mies	7								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Team lead/full-stack	Jotain siltä väliltä	5600	70000		Kyllä		
05/10/2022 19:17:24	Palkansaaja	31-35 v		8								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Senior backend engineer	Pääosin tai kokonaan etätyö	5100			Kyllä		
06/10/2022 07:22:12	Palkansaaja	36-40 v	mies	12								Oulu	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	pilvi-infra	Pääosin tai kokonaan etätyö	5800	85500		Kyllä		
06/10/2022 09:50:13	Palkansaaja	36-40 v	Mies	12								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Ohjelmistokehittäjä (frontend-heavy full-stack, web/mobile))	Jotain siltä väliltä	5000	62500		Kyllä		
06/10/2022 09:50:59	Palkansaaja	31-35 v	Mies	11								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	C++/Qt/QML Ohjelmistokehittäjä	Pääosin tai kokonaan toimistolla	4000	50000		Ei		
06/10/2022 10:07:24	Palkansaaja	36-40 v	Mies	12								Tampere	Tuotetalossa, jonka core-bisnes on softa	100%	Lead developer	Jotain siltä väliltä	7000	102500		Kyllä		
06/10/2022 10:10:16	Palkansaaja	31-35 v	Mies	3								Turku	Konsulttitalossa	100%	Full-stack -kehittäjä	Pääosin tai kokonaan etätyö	4500	56250		Kyllä		
06/10/2022 12:16:49	Palkansaaja	26-30 v										PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	60%	Backend	Pääosin tai kokonaan etätyö	2800			Ei		
06/10/2022 12:25:20	Palkansaaja	26-30 v	Mies	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Integraatiokehittäjä	Pääosin tai kokonaan etätyö	4000	50000		Ei		
06/10/2022 12:29:28	Palkansaaja	36-40 v	Mies	12								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Arkkitehti	Jotain siltä väliltä	6400	87000		Kyllä		
06/10/2022 13:24:11	Palkansaaja	31-35 v	Mies	9								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Software developer	Pääosin tai kokonaan etätyö	5000	63000		Ei		
06/10/2022 13:38:26	Palkansaaja	36-40 v	mies	20							Aiven Oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	vanhempi ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	6167	77087	lisäksi optiot	Kyllä		Palkan kilpailukykyisyyttä voisi arvioida skaalalla 1-5 eikä vain kyllä/ei....
06/10/2022 16:39:03	Palkansaaja	31-35 v		8							Siili	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	frontend developer	Pääosin tai kokonaan etätyö	4400	55000		Kyllä		
06/10/2022 16:43:53	Palkansaaja	36-40 v	M	13								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Senior kehittäjä, front 	Jotain siltä väliltä	4500	56750		Ei		
06/10/2022 17:45:59	Palkansaaja	31-35 v	Mies	7								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Cloud + DevOps	Jotain siltä väliltä	4800	60000		Kyllä		
07/10/2022 06:21:57	Palkansaaja	31-35 v	Mies	8							Suomalaisen konsulttitalon jenkkikonttori	Kalifornia	Konsulttitalossa	100%	Full-Stack dev	Pääosin tai kokonaan toimistolla	10000	130000		Ei	Ulkomailla.	
07/10/2022 07:31:51	Palkansaaja	31-35 v	Mies	10								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Fullstack/azure kehittäjä	Jotain siltä väliltä	4700	58750	Vuosibonus tuloksesta	Kyllä		Millä kielillä koodaa? Millä alustoilla?
07/10/2022 08:38:29	Palkansaaja	36-40 v	Muu, naisoletettu	2							Roby oy	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	3100	38750	Yrityksen osakkeet	Kyllä		
07/10/2022 08:57:19	Laskuttaja	36-40 v	Mies	14	8	Kehitän ja tarjoan alustaa ohjelmistoalalle. Teen käyttöliittymäsuunnittelua, projektin johtamista, alustan viestintää ja myyntiä.		180000	Itse	Suomesta												Aikanaan, kun toteutin laajan palkkatutkimuksen ohjelmistoalalle, sisällytin mukaan monia kysymyksiä työntekijöiden rooleista, arvoista, koulutustasosta ja tehtävänimikkeistä. Näistä sai sitten todella mielenkiintoista tietoa yhdistettynä palkkatietoihin.   Vuosilaskutus on sellainen tapa kysyä palkkaa, että se johtaa helposti harhaan. Mitä jos on korkea laskutus, mutta päättää tehdä kuusituntista viikkoa? Mitä jos on vanhempainvapaalla puolet vuodesta? Tällaisella yhdellä vuosilaskutusta koskevalla kysymyksellä saa helposti harhaanjohtavia vastauksia.
07/10/2022 10:07:12	Palkansaaja	36-40 v	Mies	14							Netum Oyj	Tampere	Konsulttitalossa	100%	Järjestelmäasiantuntija: DevOps	Jotain siltä väliltä	3600	45000		Kyllä		
07/10/2022 10:27:42	Palkansaaja	26-30 v	m	3								PK-Seutu (Helsinki, Espoo, Vantaa)	Julkinen tai kolmas sektori	100%	ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	3700	46250		Kyllä		
07/10/2022 13:03:57	Palkansaaja	31-35 v	nainen	2							Wolt	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Frontend developer	Pääosin tai kokonaan etätyö	4250	53125	Kompensaation osana mahdollista saada optioita	Kyllä	Olen alanvaihtaja, joten varsinaista työkokemusta devaajana on vähän, mutta domain-osaamista aiemman uran kautta paljon, joka vaikuttaa hieman palkkaan.	Kyselyn voisi toteuttaa myös englanniksi, sillä suomessa työskentelee paljon suomea taitamattomia :)
07/10/2022 13:06:07	Palkansaaja	31-35 v	nainen	5							Solita	Tampere	Konsulttitalossa	100%	Frontend-kehittäjä	Jotain siltä väliltä	3850	48125		Kyllä		
07/10/2022 13:14:05	Palkansaaja	36-40 v	Nainen	15								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	data scientist	Pääosin tai kokonaan etätyö	5400	64800				
07/10/2022 13:15:52	Palkansaaja	31-35 v	nainen	12								Ruotsi	Julkinen tai kolmas sektori	80%	senior data scientist	Jotain siltä väliltä	3990			Ei	Vastasin nyt yhden työnantajan mukaan, jolle teen 80% työaikaa. Teen myös 20% työaikaa eri työnantajalle ja sektorille mutta en huomioinut sitä vastauksissa koska menisi sekavaksi.	mietityttää, olisiko kuitenkin koulutustausta relevantti tieto?
07/10/2022 13:32:13	Palkansaaja	31-35 v	Nainen	8								PK-Seutu (Helsinki, Espoo, Vantaa)		100%	Data engineer	Pääosin tai kokonaan etätyö	5565	69562.5	Optiomalli	Ei		
07/10/2022 13:37:47	Palkansaaja	41-45 v	tylsä mies	23								Tampere	Tuotetalossa, jonka core-bisnes on softa	60%	arkkitehti, fullstack dev backend-painotuksella, devops	Jotain siltä väliltä	4500	60000	Ajattelen että osana mun kompensaatiota on saamani poikkeuksellisen suuri joustavuus työn määrän, työaikoijen, lomien (myös palkattomien) ja kaiken muunkin työhön liittyvän suhteen. Koskaan ei ole tarvinnut sanoa mihinkään mihin oikeasti haluaisin että "en pääse kun on tärkeä työjuttu silloin".	Kyllä		
07/10/2022 13:49:04	Palkansaaja	41-45 v	Nainen	15							OP	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%		Jotain siltä väliltä	7000	90000		Kyllä		
07/10/2022 14:10:46	Palkansaaja	26-30 v	nainen	2								Turku	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%		Pääosin tai kokonaan etätyö	4000	48000		Kyllä		
07/10/2022 14:36:36	Palkansaaja	31-35 v	nainen	10							tietoliikennealan yritys	PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	MDM-kehittäjä	Pääosin tai kokonaan etätyö	6200	77500	käytössä myös bonusmalli, mutta en ole varma määräytymisperusteesta	Kyllä		
07/10/2022 15:10:02	Palkansaaja	31-35 v	Mies	10							Mavericks	Turku	Konsulttitalossa	100%	Full-stack/liidi	Pääosin tai kokonaan etätyö	7100	89000	51-54% laskutuksesta	Kyllä		
07/10/2022 16:17:07	Palkansaaja	31-35 v	Nainen	8								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Senior front end kehittäjä	Jotain siltä väliltä	5000	62500		Ei		
07/10/2022 17:22:28	Palkansaaja	26-30 v	mies	5								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Data Engineer	Jotain siltä väliltä	5000	68000	Kuukausipalkka ja päällä tasaisesti kaikille jaettava tulosperusteinen palkkio	Kyllä		
07/10/2022 19:08:04	Palkansaaja	41-45 v		18								Tampere	Konsulttitalossa	100%	Lead dev	Pääosin tai kokonaan toimistolla	5250	72000		Kyllä		
07/10/2022 20:03:55	Palkansaaja	46-50 v	 Nainen	3								Tampere	Konsulttitalossa	100%	Fullstack	Jotain siltä väliltä	3190			Ei		
07/10/2022 20:17:30	Palkansaaja	26-30 v	Nainen	6								Oulu	WordPress-projekteja	100%	Web developer	Jotain siltä väliltä	3300	41750		Ei		
07/10/2022 20:21:16	Palkansaaja	26-30 v	Nainen	5							Fraktio	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Ohjelmistokehittäjä	Pääosin tai kokonaan toimistolla	€4,460	55750		Kyllä		
07/10/2022 20:26:12	Palkansaaja	31-35 v	Mies	9								Oulu	Konsulttitalossa	100%	Backend	Pääosin tai kokonaan etätyö	5000	62500		Kyllä		
07/10/2022 20:35:32	Palkansaaja	21-25 v	Mies	4								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Full stack	Pääosin tai kokonaan etätyö	5500	68750		Kyllä		
07/10/2022 22:08:49	Palkansaaja	36-40 v	M	2								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	backend	Pääosin tai kokonaan etätyö	4130	51625		Ei		
08/10/2022 05:03:22	Palkansaaja	36-40 v	Mies	8								PK-Seutu (Helsinki, Espoo, Vantaa)	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	Senior Software Developer	Pääosin tai kokonaan etätyö	5680	71000		Kyllä		
08/10/2022 07:46:16	Palkansaaja	41-45 v	Mies	3								Jyväskylä	Tuotetalossa, jonka core-bisnes on softa	100%	Palvelupäällikkö	Jotain siltä väliltä	4020	50000		Kyllä		
08/10/2022 07:54:30	Palkansaaja	31-35 v	Mies	1								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	full-stack	Pääosin tai kokonaan etätyö	5000	60000		Kyllä		
08/10/2022 08:21:54	Palkansaaja	31-35 v	Mies	8							Insta Advance Oy	Tampere	Konsulttitalossa	100%	Senior SW Engineer, embedded systems	Pääosin tai kokonaan etätyö	5500	70000		Kyllä		
08/10/2022 08:50:50	Palkansaaja	36-40 v	mies	17								Oulu	Tuotetalossa, jonka core-bisnes on softa	100%	ohjelmistokehittäjä, full-stack, arkkitehti, devops-asiantuntija	Pääosin tai kokonaan etätyö	6000	80000	Osinkoja	Kyllä		
08/10/2022 09:24:40	Palkansaaja	36-40 v	Mies	15								Tampere	Konsulttitalossa	100%	Arkkitehtu	Pääosin tai kokonaan toimistolla	6500	81250		Kyllä		
08/10/2022 09:25:42	Palkansaaja		Mies	1								Kuopio	Tuotetalossa, jonka core-bisnes on softa	100%	Sovelluskehittäjä, full-stack	Pääosin tai kokonaan toimistolla	3150	39375		Kyllä		
08/10/2022 09:49:20	Palkansaaja	26-30 v	mies	4							Fraktio	PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	full-stack	Pääosin tai kokonaan etätyö	4000	50000		Kyllä		
08/10/2022 11:16:36	Palkansaaja	26-30 v	mies	5									Tuotetalossa, jonka core-bisnes on softa	100%	full-stack	Pääosin tai kokonaan etätyö	5000	66200		Kyllä		
08/10/2022 11:23:46	Palkansaaja	36-40 v	Mies	18								Oulu	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	full-stack	Pääosin tai kokonaan etätyö	5100	63750		Ei		
08/10/2022 12:37:55	Palkansaaja	41-45 v	mies	16								Oulu	Tuotetalossa, jonka core-bisnes on softa	100%	Embedded C++	Pääosin tai kokonaan etätyö	6200	80000	Osakkeita noin 1500 euroa/vuosi	Kyllä		
08/10/2022 15:35:53	Laskuttaja	36-40 v		16	16	CxO	150		Itse	Suomesta												
08/10/2022 15:55:00	Palkansaaja	46-50 v	mies	24								Oulu	Tuotetalossa, jonka core-bisnes on softa	100%	ohjelmistokehittäjä, sulautetut	Pääosin tai kokonaan etätyö	4835	65000		Kyllä		
08/10/2022 17:51:30	Palkansaaja	31-35 v	Mies	10								Keskipohjanmaa	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	CIO	Jotain siltä väliltä	7300		91250	Kyllä		
08/10/2022 20:21:43	Palkansaaja	36-40 v	Mies	16								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	cto	Pääosin tai kokonaan etätyö	6200	77500	osakkeita lisäksi	Kyllä		
08/10/2022 23:16:01	Palkansaaja	36-40 v	Nainen	1								PK-Seutu (Helsinki, Espoo, Vantaa)	Konsulttitalossa	100%	Testiautomaatiokehittäjä	Pääosin tai kokonaan toimistolla	3000			Kyllä	Olen työsuhteessa vuokrafirman kautta just nyt. Jos en olisi, saisin enemmän palkkaa.	
09/10/2022 13:08:09	Palkansaaja	46-50 v	M	23								Tampere	Julkinen tai kolmas sektori	80%	Projektipäällikkö	Pääosin tai kokonaan toimistolla	3500	45000		Kyllä		
09/10/2022 15:03:33	Palkansaaja	41-45 v	Mies	26								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	80%	CTO	Pääosin tai kokonaan etätyö	10500	150000	Osakeomistus	Kyllä		
09/10/2022 16:13:17	Palkansaaja	26-30 v	Mies	5								Tampere	Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)	100%	full-stack	Pääosin tai kokonaan etätyö	4600	60000		Kyllä		
09/10/2022 16:51:46	Palkansaaja	36-40 v	Mies	16							Futurice	Tampere	Konsulttitalossa	80%	Tech Lead	Pääosin tai kokonaan etätyö	4120	56000		Ei		
09/10/2022 17:09:07	Palkansaaja	31-35 v	Mies	11								Oulu	Julkinen tai kolmas sektori	100%		Pääosin tai kokonaan toimistolla	4600	73000		Kyllä		
09/10/2022 17:22:25	Palkansaaja	36-40 v	Mies	3								Joensuu	Tuotetalossa, jonka core-bisnes on softa	100%	ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	2700	33750		Ei		
09/10/2022 17:24:51	Palkansaaja	36-40 v	Mies	15							Wolt	PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Engineering team lead	Pääosin tai kokonaan etätyö	8300	200000	Pörssilistatun yrityksen RSUt, jotka vestautuu neljä kertaa vuodessa.	Kyllä		
09/10/2022 17:30:20	Palkansaaja	31-35 v		10								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	CTO	Pääosin tai kokonaan toimistolla	5000	62500	Optioina useampi prosentti työnantajan osakekannasta	Kyllä		
09/10/2022 17:34:46	Palkansaaja	36-40 v		12								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Full-stack developer	Pääosin tai kokonaan etätyö	8000	100000		Kyllä		
09/10/2022 17:39:54	Palkansaaja	46-50 v	Mies	25									Tuotetalossa, jonka core-bisnes on softa	100%	Vanhempi ohjelmistokehittäjä	Pääosin tai kokonaan etätyö	5500	75000		Kyllä		
09/10/2022 17:40:41	Laskuttaja	36-40 v	Mies	15	13	Full stack	107.5	180000	Käytän välitysfirmoja	Suomesta												
09/10/2022 17:59:59	Palkansaaja	36-40 v	Mies	14								PK-Seutu (Helsinki, Espoo, Vantaa)	Tuotetalossa, jonka core-bisnes on softa	100%	Software Engineer	Jotain siltä väliltä	8000	120000	Kuukausipalkka + Optiot	Kyllä		
