Timestamp,Oletko palkansaaja vai laskuttaja?,Ikä,Sukupuoli,Työkokemus,Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Palvelut,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Kaupunki,Millaisessa yrityksessä työskentelet,Työaika,Rooli,Etä- vai lähityö,Kuukausipalkka,Vuositulot,Vapaa kuvaus kokonaiskompensaatiomallista,Kilpailukykyinen,Vapaa sana,Ideoita ensi vuoden kyselyyn,Etä,Kk-tulot
2022-10-01 22:57:20.518,Palkansaaja,21-25 v,mies,10.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,"Laidasta laitaan koodia (frontend, backend, cloud, devops, arkkitehturointi, yms.) + esimieshommat",Pääosin tai kokonaan etätyö,6500.0,78000.0,,False,"Palkka ei ole kilpailukykyinen, jos mietin paljonko pyytäisin vastaavasta positiosta palkkaa muissa yrityksissä, mutta varsin tarpeeksi nykyisessä yrityksessä.","Kompensaatioon sitomaton omistus, esim. founder yms. roolit.",Etä,6500.0
2022-10-01 23:10:05.133,Palkansaaja,36-40 v,mies,11.0,,,,,,,"Pieni koodiputka, alle 1milj. liikevaihto",PK-Seutu,Konsulttitalossa,1.0,CTO,Jotain siltä väliltä,6000.0,78000.0,"Massia tulee, kunhan hoitaa.hommansa",True,,,50/50,6500.0
2022-10-01 23:21:58.890,Laskuttaja,31-35 v,mies,2.0,2.0,Backend,,190000.0,Itse,Ulkomailta,,,,,,,,,,,"Työsuhteessa ulkomaalaiseen firmaan, ainoastaan palkanmaksu menee oman firman kautta",,,
2022-10-02 01:45:07.754,Palkansaaja,31-35 v,mies,10.0,,,,,,,Reaktor,Tampere,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,4700.0,60000.0,,False,,,Etä,5000.0
2022-10-02 08:38:32.703,Palkansaaja,46-50 v,mies,22.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Pilviasiantuntija,Pääosin tai kokonaan etätyö,5290.0,66125.0,lisäksi henkilöstön osakesäästöohjelma,True,,,Etä,5510.416666666667
2022-10-02 09:02:30.642,Palkansaaja,31-35 v,mies,5.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,8000.0,100000.0,,True,,,Etä,8333.333333333334
2022-10-02 09:04:44.575,Palkansaaja,31-35 v,mies,5.0,,,,,,,CGI,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistosuunnittelija & scrum-master,Pääosin tai kokonaan etätyö,4600.0,57500.0,Kuukausipalkasta 3% osakkeina,True,,,Etä,4791.666666666667
2022-10-02 09:40:28.975,Palkansaaja,31-35 v,mies,8.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Frontend ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,5500.0,70000.0,,True,,,Etä,5833.333333333333
2022-10-02 13:46:19.979,Palkansaaja,31-35 v,nainen,3.0,,,,,,,Siili,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,3350.0,,,False,,,Etä,
2022-10-02 21:04:23.974,Palkansaaja,36-40 v,mies,16.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Cloud infra,Pääosin tai kokonaan etätyö,12900.0,188000.0,Optiot listaamattomasta yrityksestä,True,"Yritys Yhdysvalloista, kuten suurin osa tiimiäkin. Presenssi myös Suomessa",,Etä,15666.666666666666
2022-10-02 23:46:36.315,Palkansaaja,36-40 v,mies,12.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,6300.0,80000.0,,True,,,Etä,6666.666666666667
2022-10-02 23:47:20.408,Palkansaaja,31-35 v,mies,5.0,,,,,,,,Tampere,Konsulttitalossa,1.0,,Pääosin tai kokonaan etätyö,5000.0,62500.0,,True,,,Etä,5208.333333333333
2022-10-03 06:50:07.928,Palkansaaja,46-50 v,mies,20.0,,,,,,,,Turku,Konsulttitalossa,1.0,Full-stack programmer,Pääosin tai kokonaan etätyö,6400.0,80000.0,,True,,,Etä,6666.666666666667
2022-10-03 06:51:35.204,Palkansaaja,36-40 v,mies,15.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,"Kehittäjä, tuotepäällikkö",Pääosin tai kokonaan etätyö,7000.0,87500.0,,True,,,Etä,7291.666666666667
2022-10-03 07:37:05.635,Laskuttaja,41-45 v,mies,18.0,4.0,,80.0,135000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,,,
2022-10-03 08:13:55.448,Palkansaaja,36-40 v,mies,12.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan etätyö,4220.0,52750.0,,True,"Työnantaja maksaa etätoimiston vuokran ja nettiyhteyteni, näitä en laskenut vuosiansioihin mukaan.",Ehkä joku  työsuhde-edut rahallisesti osuus myös?,Etä,4395.833333333333
2022-10-03 08:25:49.055,Palkansaaja,31-35 v,mies,10.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Android kehittäjä,Pääosin tai kokonaan etätyö,7000.0,90000.0,osingoista 5% palkasta,True,,,Etä,7500.0
2022-10-03 08:32:25.446,Palkansaaja,26-30 v,mies,10.0,,,,,,,Reaktor,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,6000.0,77000.0,,True,,,50/50,6416.666666666667
2022-10-03 08:59:37.221,Palkansaaja,31-35 v,mies,8.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Programmer/DevOps,Jotain siltä väliltä,4500.0,,56000,False,,,50/50,
2022-10-03 09:14:48.769,Palkansaaja,26-30 v,mies,5.0,,,,,,,,Turku,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,4500.0,5062.0,,True,,,Etä,421.8333333333333
2022-10-03 09:31:49.387,Palkansaaja,31-35 v,nainen,16.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Team Lead,Pääosin tai kokonaan etätyö,4900.0,61250.0,,False,,,Etä,5104.166666666667
2022-10-03 09:41:54.443,Palkansaaja,41-45 v,mies,17.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,DevOps Manager,Jotain siltä väliltä,5500.0,84000.0,perusosa + 2x/y bonus + osingot,True,,,50/50,7000.0
2022-10-03 09:44:08.074,Palkansaaja,31-35 v,nainen,4.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistokehittäjä (frontend),Pääosin tai kokonaan toimistolla,4000.0,,,True,,,Toimisto,
2022-10-03 10:10:10.716,Palkansaaja,31-35 v,nainen,7.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,5500.0,70000.0,osakkeita,True,,,50/50,5833.333333333333
2022-10-03 10:57:09.031,Palkansaaja,41-45 v,mies,5.0,,,,,,,Futurice,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,4750.0,60000.0,"Osan eri mittarien mukaan puolivuosittain maksettavasta muuttuvasta palkasta voi sijoittaa yrityksen osakkeisiin ja optioihin, jotka sitten pienentävät kokonaisvuosiansioita vastaavasti.",False,,,Etä,5000.0
2022-10-03 11:16:53.957,Palkansaaja,36-40 v,mies,17.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Teknologiajohtaja,Jotain siltä väliltä,7000.0,87500.0,Osakkeita ja optioita,True,,,50/50,7291.666666666667
2022-10-03 11:32:37.881,Palkansaaja,26-30 v,mies,5.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan toimistolla,4600.0,57500.0,,True,,,Toimisto,4791.666666666667
2022-10-03 11:52:47.556,Laskuttaja,36-40 v,mies,10.0,3.0,"Backend, frontend, full stack, arkkitehtuuri",95.0,140000.0,Itse,Suomesta,,,,,,,,,,,,,,
2022-10-03 12:00:38.720,Palkansaaja,21-25 v,mies,1.0,,,,,,,,Turku,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Front-end,Pääosin tai kokonaan etätyö,2500.0,31250.0,,True,,,Etä,2604.1666666666665
2022-10-03 12:55:42.510,Palkansaaja,36-40 v,mies,10.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,,Jotain siltä väliltä,4720.0,59000.0,osakkuus,True,,,50/50,4916.666666666667
2022-10-03 14:38:55.808,Palkansaaja,36-40 v,mies,16.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Tech Lead,Pääosin tai kokonaan etätyö,6900.0,86000.0,,True,,,Etä,7166.666666666667
2022-10-03 14:39:15.866,Palkansaaja,36-40 v,mies,17.0,,,,,,,,Kalifornia,"Tuotetalossa, jonka core-bisnes on softa",1.0,Site Reliability Engineer,Pääosin tai kokonaan etätyö,11250.0,11250.0,Työsuhdeoptiot,True,,,Etä,937.5
2022-10-03 15:05:11.917,Palkansaaja,31-35 v,mies,9.0,,,,,,,,Oulu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,5600.0,1000.0,osakkeita,True,,,Etä,83.33333333333333
2022-10-03 15:52:02.025,Palkansaaja,26-30 v,mies,4.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Backend Ohjelmistokehittäjä,Jotain siltä väliltä,4000.0,52800.0,,True,,,50/50,4400.0
2022-10-03 16:40:06.375,Palkansaaja,41-45 v,mies,0.0,,,,,,,,PK-Seutu,Julkinen tai kolmas sektori,1.0,Varhaiskasvatuksen avustaja,Pääosin tai kokonaan toimistolla,1903.0,23788.0,,True,,,Toimisto,1982.3333333333333
2022-10-03 19:30:09.249,Palkansaaja,31-35 v,mies,2.0,,,,,,,,Seinäjoki,"Tuotetalossa, jonka core-bisnes on softa",1.0,Software developer,Pääosin tai kokonaan etätyö,2850.0,35625.0,,False,,,Etä,2968.75
2022-10-03 19:40:34.054,Palkansaaja,36-40 v,mies,12.0,,,,,,,,Oulu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Projekti-insinööri,Pääosin tai kokonaan etätyö,5000.0,80000.0,,True,,,Etä,6666.666666666667
2022-10-03 19:43:31.032,Palkansaaja,31-35 v,,10.0,,,,,,,,Jyväskylä,Konsulttitalossa,1.0,,Pääosin tai kokonaan etätyö,6500.0,,,True,,,Etä,
2022-10-03 19:45:41.398,Palkansaaja,31-35 v,mies,6.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,4070.0,48500.0,,False,,,Etä,4041.6666666666665
2022-10-03 19:48:19.830,Palkansaaja,36-40 v,mies,10.0,,,,,,,,Oulu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,DevOps,Jotain siltä väliltä,5100.0,65000.0,,True,,,50/50,5416.666666666667
2022-10-03 19:48:23.292,Palkansaaja,31-35 v,mies,1.0,,,,,,,,Rauma,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Back-end,Pääosin tai kokonaan etätyö,2300.0,28750.0,ei ole,False,,,Etä,2395.8333333333335
2022-10-03 20:09:47.222,Palkansaaja,36-40 v,mies,12.0,,,,,,,,Tampere,"Tuotetalo, core-bisnes fyysisissä tuotteissa",0.8,Lead developer,Pääosin tai kokonaan etätyö,4700.0,64000.0,Vuosibonus,True,,,Etä,5333.333333333333
2022-10-03 20:12:10.421,Palkansaaja,46-50 v,mies,22.0,,,,,,,,Tampere,Julkinen tai kolmas sektori,1.0,Asiantuntija,Pääosin tai kokonaan etätyö,4080.0,65000.0,,False,,,Etä,5416.666666666667
2022-10-03 20:13:55.555,Palkansaaja,31-35 v,mies,10.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Backend,Jotain siltä väliltä,6000.0,,,True,,,50/50,
2022-10-03 20:15:14.111,Palkansaaja,31-35 v,mies,8.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,5800.0,72500.0,,True,,,50/50,6041.666666666667
2022-10-03 20:34:46.929,Palkansaaja,41-45 v,mies,21.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,System specialist,Pääosin tai kokonaan etätyö,5600.0,76500.0,,True,,,Etä,6375.0
2022-10-03 20:36:53.971,Palkansaaja,26-30 v,mies,,,,,,,,,Tampere,Konsulttitalossa,1.0,,Pääosin tai kokonaan etätyö,3750.0,46850.0,,False,,,Etä,3904.1666666666665
2022-10-03 20:47:21.247,Palkansaaja,36-40 v,,4.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,DevOps Engineer,Pääosin tai kokonaan etätyö,5400.0,72000.0,,True,,,Etä,6000.0
2022-10-03 21:04:52.586,Palkansaaja,36-40 v,,15.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Devaaja/arkkitehti,Pääosin tai kokonaan etätyö,5550.0,76000.0,,True,,,Etä,6333.333333333333
2022-10-03 21:07:23.249,Palkansaaja,41-45 v,mies,17.0,,,,,,,,Oulu,teollisuus,1.0,Ict-admin,Pääosin tai kokonaan toimistolla,3900.0,51000.0,,True,,,Toimisto,4250.0
2022-10-03 21:14:22.238,Palkansaaja,36-40 v,mies,14.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Ohjelmistokehittäjä,jos toimistolla käyn niin 1-2 pv viikossa,4715.0,63400.0,"vuosibonuksia tulee, sekä bonus jos/kun yritys myydään",True,,,,5283.333333333333
2022-10-03 21:45:26.355,Palkansaaja,26-30 v,mies,5.0,,,,,,,Visma,Pori,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan etätyö,3700.0,46250.0,,False,,,Etä,3854.1666666666665
2022-10-03 21:50:45.170,Palkansaaja,26-30 v,mies,4.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan etätyö,3600.0,44000.0,,False,,,Etä,3666.6666666666665
2022-10-03 22:19:30.432,Palkansaaja,31-35 v,mies,9.0,,,,,,,,Pori,Useita pienempiä asiakasprojekteja.,1.0,Full-stack,Jotain siltä väliltä,4020.0,50250.0,,True,"Erittäin osaava, 20 vuotta harrastanut koodari, jolla on työkokemukseen nähden suuremmat kyvyt kuin useilla muilla.
AMK-koulutus",,50/50,4187.5
2022-10-03 22:32:58.334,Palkansaaja,26-30 v,mies,4.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Lead Developer,Jotain siltä väliltä,5400.0,70000.0,,True,,,50/50,5833.333333333333
2022-10-03 22:36:35.166,Palkansaaja,31-35 v,,9.0,,,,,,,Solita,Tampere,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,4450.0,55600.0,,False,,,50/50,4633.333333333333
2022-10-03 22:58:24.853,Palkansaaja,26-30 v,mies,4.0,,,,,,,,Oulu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Jotain siltä väliltä,4350.0,55600.0,,False,,,50/50,4633.333333333333
2022-10-03 23:01:57.707,Palkansaaja,41-45 v,mies,3.0,,,,,,,,Lahti,Konsulttitalossa,1.0,Backend,Jotain siltä väliltä,3680.0,46000.0,,False,,,50/50,3833.3333333333335
2022-10-03 23:02:05.243,Palkansaaja,26-30 v,mies,2.0,,,,,,,,Pori,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Jotain siltä väliltä,3400.0,44000.0,,True,,Työsuhde-edut,50/50,3666.6666666666665
2022-10-04 00:33:56.880,Palkansaaja,36-40 v,mies,12.0,,,,,,,,PK-Seutu,Julkinen tai kolmas sektori,1.0,Full-stack,Jotain siltä väliltä,5300.0,66250.0,,True,,,50/50,5520.833333333333
2022-10-04 00:48:31.066,Palkansaaja,36-40 v,mies,18.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,4600.0,57500.0,,False,,,Etä,4791.666666666667
2022-10-04 05:07:29.828,Palkansaaja,36-40 v,mies,10.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Arkkitehti,Pääosin tai kokonaan etätyö,6600.0,95000.0,,True,,,Etä,7916.666666666667
2022-10-04 05:34:40.054,Palkansaaja,31-35 v,mies,2.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Q&A tester,Pääosin tai kokonaan etätyö,2800.0,35000.0,,False,,,Etä,2916.6666666666665
2022-10-04 06:05:18.780,Palkansaaja,31-35 v,nainen,2.0,,,,,,,,Pori,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Full-stack,Pääosin tai kokonaan etätyö,3100.0,38750.0,,False,,,Etä,3229.1666666666665
2022-10-04 07:13:14.803,Palkansaaja,36-40 v,mies,15.0,,,,,,,,PK-Seutu,Konsulttitalossa,,"Ohjelmistokehittäjä, backend",Pääosin tai kokonaan etätyö,4850.0,60625.0,,True,,,Etä,5052.083333333333
2022-10-04 08:34:08.858,Palkansaaja,41-45 v,mies,20.0,,,,,,,,Oulu,"Tuotetalossa, jonka core-bisnes on softa",,,Jotain siltä väliltä,,,,,,,50/50,
2022-10-04 09:01:51.829,Palkansaaja,31-35 v,mies,8.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Full-stack ohjelmistokehittäjä/arkkitehti,Jotain siltä väliltä,4736.0,71000.0,"kk-palkka, osakeosingot, puhelinetu, lounari, kulttuuri/liikuntaetu",True,,,50/50,5916.666666666667
2022-10-04 09:07:43.161,Palkansaaja,26-30 v,mies,4.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,3650.0,49500.0,"Kuukausipalkka, osingot ja bonukset.",False,,,50/50,4125.0
2022-10-04 09:56:25.348,Palkansaaja,41-45 v,mies,20.0,,,,,,,Pienehkö konsulttitalo osa isompaa grouppia,PK-Seutu,Konsulttitalossa,1.0,Full-stack lead developer,Jotain siltä väliltä,5900.0,73750.0,Kuukausipalkka + vähän reilummat etuudet,True,,,50/50,6145.833333333333
2022-10-04 10:31:20.078,Palkansaaja,36-40 v,mies,7.0,,,,,,,PHZ Full Stack,PK-Seutu,Konsulttitalossa,1.0,Full-stack,Pääosin tai kokonaan etätyö,6570.0,82125.0,,True,,,Etä,6843.75
2022-10-04 11:02:47.765,Palkansaaja,36-40 v,mies,14.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Backend ohjelmistokehittäjä,Jotain siltä väliltä,6200.0,80000.0,Vähän optioita palkan päälle,False,,,50/50,6666.666666666667
2022-10-04 11:15:06.895,Palkansaaja,26-30 v,mies,4.0,,,,,,,,Vaasa,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan etätyö,3200.0,40000.0,,False,,,Etä,3333.3333333333335
2022-10-04 11:55:45.368,Palkansaaja,26-30 v,mies,4.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan etätyö,3700.0,46250.0,,False,,,Etä,3854.1666666666665
2022-10-04 12:05:03.399,Laskuttaja,36-40 v,mies,15.0,1.5,Arkkitehtuuria,120.0,300000.0,Itse,"Suomesta, Ulkomailta",,,,,,,,,,,,,,
2022-10-04 12:13:47.438,Laskuttaja,36-40 v,mies,15.0,10.0,"Softadevausta (full stack, fokus backend ja devops), arkkitehtuuria ja projektinvetoa, ja joskus koulutusta",90.0,100000.0,"Itse, Käytän välitysfirmoja","Suomesta, Ulkomailta",,,,,,,,,,,,,,
2022-10-04 12:21:40.892,Palkansaaja,36-40 v,nainen,15.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Business development,Pääosin tai kokonaan etätyö,9600.0,120000.0,pienosakas,True,,,Etä,10000.0
2022-10-04 12:24:47.901,Palkansaaja,26-30 v,mies,2.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full-stack,Pääosin tai kokonaan etätyö,3800.0,50000.0,Palkka + lounasetu,False,,,Etä,4166.666666666667
2022-10-04 13:41:59.744,Palkansaaja,41-45 v,mies,20.0,,,,,,,,Vaasa,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Operations,Pääosin tai kokonaan etätyö,5000.0,64000.0,,True,,,Etä,5333.333333333333
2022-10-04 14:04:02.802,Palkansaaja,31-35 v,mies,15.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Solution Architect,Jotain siltä väliltä,11200.0,135000.0,signing bonus 2v + rsu later,True,,,50/50,11250.0
2022-10-04 15:09:15.789,Palkansaaja,36-40 v,,5.0,,,,,,,,PK-Seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Frontend,Pääosin tai kokonaan etätyö,4700.0,60000.0,,True,,,Etä,5000.0
2022-10-04 15:14:56.727,Palkansaaja,31-35 v,mies,9.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Senior data scientist,Pääosin tai kokonaan toimistolla,6000.0,77000.0,prosenttiosuus edellisen kuukauden asiakaslaskutuksesta,True,,,Toimisto,6416.666666666667
2022-10-04 15:23:29.791,Palkansaaja,36-40 v,mies,10.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full Stack Developer,Jotain siltä väliltä,5500.0,66000.0,,True,,,50/50,5500.0
2022-10-04 15:46:05.672,Palkansaaja,36-40 v,mies,12.0,,,,,,,Cirit,Tampere,Konsulttitalossa,1.0,Senior frontend-kehittäjä,"Ei paikallaolovelvoitetta, mutta yleensä kolme päivää viikosta toimistolla",4800.0,60000.0,,True,Kiitos vaivannäöstä tämän kyselyn järjestämiseksi!,,,5000.0
2022-10-04 15:58:27.807,Palkansaaja,41-45 v,mies,15.0,,,,,,,,PK-Seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,Lead developer,Pääosin tai kokonaan etätyö,7150.0,95000.0,,True,,,Etä,7916.666666666667
2022-10-04 16:58:48.904,Palkansaaja,36-40 v,mies,0.0,,,,,,,,Oulu,"Tuotetalossa, jonka core-bisnes on softa",1.0,Junior sw developer,Pääosin tai kokonaan toimistolla,2600.0,32500.0,,True,,,Toimisto,2708.3333333333335
2022-10-04 18:09:11.889,Palkansaaja,21-25 v,mies,4.0,,,,,,,,Turku,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,4100.0,54500.0,,True,,,50/50,4541.666666666667
2022-10-04 19:02:37.733,Palkansaaja,31-35 v,nainen,0.0,,,,,,,Accenture,PK-Seutu,Konsulttitalossa,1.0,Cloud Developer,Jotain siltä väliltä,2900.0,36250.0,,False,,,50/50,3020.8333333333335
2022-10-04 19:02:46.796,Palkansaaja,26-30 v,mies,5.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Senior Consultant,Pääosin tai kokonaan etätyö,5145.0,64312.5,Mukana pieni osakkuus,True,,,Etä,5359.375
2022-10-04 20:29:28.381,Palkansaaja,36-40 v,,15.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Arkkitehti,Pääosin tai kokonaan toimistolla,5400.0,70000.0,,False,,,Toimisto,5833.333333333333
2022-10-04 20:31:05.979,Palkansaaja,36-40 v,mies,15.0,,,,,,,Siili,PK-Seutu,Konsulttitalossa,1.0,Lead developer,Jotain siltä väliltä,6900.0,86000.0,,True,,,50/50,7166.666666666667
2022-10-04 20:32:06.151,Palkansaaja,26-30 v,mies,10.0,,,,,,,,PK-Seutu,Konsulttitalossa,0.8,Full-stack,Pääosin tai kokonaan etätyö,4730.0,62125.0,,True,,,Etä,5177.083333333333
2022-10-04 20:33:09.201,Palkansaaja,36-40 v,,3.0,,,,,,,,PK-Seutu,,1.0,Data scientist,Pääosin tai kokonaan etätyö,3750.0,48000.0,,False,,,Etä,4000.0
2022-10-04 21:48:29.312,Laskuttaja,46-50 v,mies,24.0,1.0,"DevOps, ohjelmistoautomaatio",105.0,180000.0,"Itse, Verkosto",Suomesta,,,,,,,,,,,,,,
2022-10-04 22:01:59.922,Palkansaaja,41-45 v,mies,15.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Arkkitehti,Pääosin tai kokonaan etätyö,6500.0,120000.0,,False,,,Etä,10000.0
2022-10-05 08:08:51.812,Palkansaaja,36-40 v,mies,10.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,Full stack ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,3500.0,44000.0,,True,,,Etä,3666.6666666666665
2022-10-05 08:15:21.908,Laskuttaja,36-40 v,mies,18.0,8.0,"Webdev, full stack",50.0,80000.0,"Itse, Käytän välitysfirmoja",Ulkomailta,,,,,,,,,,,,,,
2022-10-05 08:38:01.616,Palkansaaja,36-40 v,mies,12.0,,,,,,,Mavericks,PK-Seutu,Konsulttitalossa,1.0,Konsultti,Jotain siltä väliltä,,104000.0,Provisiomalli lihotettuna bonuksilla myynnistä ja rekrystä,True,,,50/50,8666.666666666666
2022-10-05 08:43:25.574,Palkansaaja,26-30 v,mies,5.0,,,,,,,,Vaasa,Konsulttitalossa,1.0,Full-stack,Jotain siltä väliltä,4500.0,60000.0,,True,,,50/50,5000.0
2022-10-05 08:55:50.052,Palkansaaja,36-40 v,nainen,1.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Junior Developer,Pääosin tai kokonaan toimistolla,3290.0,41125.0,"Ei mitään bonuksia, osakkeita tms. Liikunta-, kulttuuri- ja hyvinvointietu, laaja terveydenhuolto, hammashoito jne. löytyvät.",True,"Relevantti työkokemukseni voisi olla vähän enemmänkin, ei kuitenkaan kahta vuotta.",Työsuhde-edut ois kiva olla erillisenä kysymyksenä.,Toimisto,3427.0833333333335
2022-10-05 09:20:31.328,Palkansaaja,31-35 v,mies,7.0,,,,,,,Nitor,PK-Seutu,Konsulttitalossa,1.0,Data Engineer,Jotain siltä väliltä,6700.0,84000.0,,True,,,50/50,7000.0
2022-10-05 09:29:11.153,Laskuttaja,36-40 v,,12.0,4.0,Full stack,80.0,120000.0,"Käytän välitysfirmoja, LinkedIn:istä tullut suoraan monta kyselyä, nykyinenkin projekti",Suomesta,,,,,,,,,,,,,,
2022-10-05 09:44:34.778,Palkansaaja,41-45 v,mies,22.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Full-stack sovelluskehittäjä,Pääosin tai kokonaan etätyö,5200.0,65000.0,,True,,,Etä,5416.666666666667
2022-10-05 10:15:57.195,Palkansaaja,26-30 v,nainen,0.0,,,,,,,,PK-Seutu,Konsulttitalossa,1.0,Testaaja,Pääosin tai kokonaan etätyö,2400.0,32200.0,,True,Hyvinvointietu 500e/vuosi + henkilökohtainen opiskelubudgetti,,Etä,2683.3333333333335
2022-10-05 11:24:51.045,Palkansaaja,21-25 v,mies,0.0,,,,,,,,Tampere,Konsulttitalossa,1.0,Ohjelmistokehittäjä,Pääosin tai kokonaan etätyö,2450.0,30625.0,,True,,,Etä,2552.0833333333335
