Timestamp,Palkansaaja vai laskuttaja,Siirtynyt palkansaaja/laskuttaja,Ikä,Sukupuoli,Suomen kielen taito,Työkieli,Työkokemus alalta (vuosina),Vuosia nykyisellä työnantajalla,Työpaikkojen lukumäärä,Yrityksen koko,Koulutustaustasi,Opintoala,Tulojen muutos viime vuodesta (%),Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Palvelut,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Laskutettavat tunnit viikossa,Viikot ilman laskutusta,Laskutustavat,Sopimuksen pituus,Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Kaupunki,Millaisessa yrityksessä työskentelet?,Työaika,Kuinka suuren osan ajasta teet lähityönä toimistolla?,Rooli,Seniority,Virallinen senioriteetti,Kuukausipalkka,"Provisio (kk, brutto)",Lomaraha (EUR),Bonus (EUR),Osakkeet/optiot (EUR),Vapaa kuvaus kokonaiskompensaatiomallista,Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?,Bonukset (kuvaus),Edut (ei luontoisedut),Vuosittaiset verovapaat edut (EUR),Luontoisedut,Käyttöjärjestelmä,Ohjelmointikieli,Web-kehykset,Data & ML,DevOps & pilvi,Tietokannat,Vapaa sana,Palaute,Vastaustunniste,Vuositulot,Rooli (normalisoitu),Kk-tulot (laskennallinen),"Kk-tulot (laskennallinen, normalisoitu)"
2026-02-16 15:41:39.512,Palkansaaja,Ei,21-25,mies,Yes,Both,4.0,1.0,3.0,11-50,Upper secondary – vocational (ammatillinen perustutkinto),Information and Communication Technologies (ICT / Computer Science),2.27,,,,,,,,,,,,Tampere,Konsultointi,1.0,0.2,System Administrator,Mid-level,No,3700.0,0.0,2220.0,0.0,0.0,,,Lomaraha (Holiday bonus),"Health insurance, Work laptop, Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office, Public transport subsidy (tax-free)",1200.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",Linux (bare metal / native),,,,"Linux server, Docker","PostgreSQL, MySQL",,,a6739288146e4268,46620.0,System Administrator,3885.0,3885.0
2026-02-16 15:58:01.260,Palkansaaja,Ei,26-30,mies,Yes,Both,10.0,1.0,4.0,51-100,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Arts and Humanities,,,,,,,,,,,,,Tampere,Konsultointi,1.0,0.01,"Developer, Full-Stack",Senior,Yes,5600.0,0.0,3360.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Commission (sales or performance-based), Referral bonus (for successful hires)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Free office parking (during work hours), Training/Courses/Education budget, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office",400.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"JavaScript, TypeScript, Python","Vue.js, Next.js, Django","SQL, Snowflake / BigQuery / Redshift, PyTorch","Docker, Terraform, CI/CD (GitHub Actions, GitLab CI, Jenkins)","PostgreSQL, Redis, DynamoDB",,,81222e9418fe77b4,70560.0,"Developer, Full-Stack",5880.0,5880.0
2026-02-16 18:27:30.820,Palkansaaja,Ei,31-35,nainen,Yes,Both,4.0,0.0,1.0,11-50,Upper secondary – general (lukio / high school equivalent),,,,,,,,,,,,,,,Konsultointi,1.0,0.0,"Developer, Full-Stack",Mid-level,No,3830.0,0.0,0.0,0.0,0.0,,Markkinataso,,"Health insurance, Work remotely from abroad (1 week or more), Work laptop, Home office equipment budget (chair, desk, etc.), Other tools like high-end keyboard, mouse etc, Monitors for home office",800.0,,macOS,"JavaScript, TypeScript","React, Node.js",,,"PostgreSQL, Redis",,,053858d17df87b4d,45960.0,"Developer, Full-Stack",3830.0,3830.0
2026-02-16 19:03:51.832,Palkansaaja,Ei,31-35,mies,Yes,English,10.0,10.0,1.0,101-500,"Master’s degree – university (FM, KTM, DI, etc.)","Natural Sciences, Mathematics, and Statistics",9.0,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.01,"Developer, Full-Stack",Senior,Not sure,5820.0,0.0,3480.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Overtime extra pay (e.g. 1.5x or 2x pay rate), Stock options / equity, Referral bonus (for successful hires), On-call compensation (standby pay)","Health insurance, Work laptop, Free office parking (during work hours), Free gym membership, Training/Courses/Education budget, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office",280.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Employer-subsidised commuter ticket (taxed)",Windows,"TypeScript, C#","React, ASP.NET Core",,"CI/CD (GitHub Actions, GitLab CI, Jenkins), Microsoft Azure","PostgreSQL, SQL Server, SQLite",,,ef66c76a1c8b9c8e,73320.0,"Developer, Full-Stack",6110.0,6110.0
2026-02-16 19:55:11.709,Palkansaaja,Ei,36-40,mies,Yes,Both,10.0,3.0,2.0,1001-5000,Doctorate (PhD / tohtori),Information and Communication Technologies (ICT / Computer Science),2.0,,,,,,,,,,,Kalmar,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.4,"Developer, Embedded Applications or Devices",Senior,Yes,5620.0,0.0,3300.0,5500.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Individual performance bonus, Company performance bonus","Health insurance, Work laptop, Free gym membership, Training/Courses/Education budget",400.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",Linux (bare metal / native),"Python, C++",,"PyTorch, Pandas / NumPy, MLflow",Docker,,,,a8705694ba42f9f7,76240.0,"Developer, Embedded Applications or Devices",6353.333333333333,6353.333333333333
2026-02-16 20:37:02.661,Palkansaaja,Ei,41-45,mies,Yes,English,4.0,5.0,1.0,1001-5000,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)","Engineering, Manufacturing, and Construction",4.1,,,,,,,,,,,,Turku,"Yritys, jossa softa tukirooli",1.0,0.9,"Developer, Backend",Mid-level,No,3910.0,0.0,2346.0,3128.0,0.0,,Markkinataso,"Individual performance bonus, Company performance bonus","Health insurance, Free office parking (during work hours), Public transport subsidy (tax-free)",200.0,Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction),Windows,"JavaScript, Python, C#","React, Node.js, FastAPI","SQL, scikit-learn, Pandas / NumPy",Microsoft Azure,Cosmos DB,,,69014e16228da93e,52394.0,"Developer, Backend",4366.166666666667,4366.166666666667
2026-02-16 23:41:01.816,Palkansaaja,Ei,41-45,mies,Yes,English,20.0,4.0,6.0,51-100,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.1,DevOps Engineer or Professional,Senior,No,6500.0,0.0,0.0,0.0,0.0,,Markkinataso,"Overtime extra pay (e.g. 1.5x or 2x pay rate), Referral bonus (for successful hires)","Work laptop, Free office parking (during work hours), Fixed-line internet to your home, Snacks and beverages in office",200.0,,macOS,,,,"Kubernetes, Terraform, CI/CD (GitHub Actions, GitLab CI, Jenkins)","PostgreSQL, Redis",,,cb718cc7cbf8dea1,78000.0,DevOps Engineer or Professional,6500.0,6500.0
2026-02-17 09:11:13.435,Palkansaaja,Ei,31-35,mies,Yes,English,12.0,1.0,7.0,51-100,"Master’s degree – university (FM, KTM, DI, etc.)","Business, Administration, and Law",19.0,,,,,,,,,,,,Dubai,Konsultointi,1.0,0.8,Sales,Senior,No,15612.0,4021.0,0.0,12633.0,0.0,"Base+comission+annual bonus + some small fringe benefits (annual flights to Finland, comprehensive health insurances for family, some hundreds of euros random money to spend on things) + few extra holiday days.",Alle markkinatason,"Company performance bonus, Sign-on bonus, Commission (sales or performance-based)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Home office equipment budget (chair, desk, etc.), Snacks and beverages in office, 2 additional days PTO, annual flights home whenever I want, good insurance for family, <1k€ worth of random spending money on small things",,,,,,,,,,Keep up the good work. Happy pings to everyone <3,206e119547c84ad4,199977.0,Sales,16664.75,16664.75
2026-02-17 09:21:31.960,Palkansaaja,Ei,26-30,mies,Yes,Finnish,6.0,6.0,2.0,101-500,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),4.3,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.3,"Developer, Full-Stack",Mid-level,Not sure,4486.0,0.0,0.0,0.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Company performance bonus","Health insurance, Work laptop",,Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction),macOS,"JavaScript, TypeScript, Dart","Vue.js, Node.js, Express",,,,,,8292ccb016c3d561,53832.0,"Developer, Full-Stack",4486.0,4486.0
2026-02-17 11:42:55.155,Palkansaaja,Ei,26-30,nainen,Yes,English,9.0,1.0,4.0,11-50,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,PK-seutu,Konsultointi,1.0,0.2,"Developer, Full-Stack",Senior,Yes,5500.0,0.0,0.0,0.0,0.0,only salary ,Alle markkinatason,Lomaraha (Holiday bonus),"Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip)",240.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",Windows,"TypeScript, Java",React,SQL,Docker,PostgreSQL,Are you looking for a new job?,Thanks for the work! Always looking forward for the results <3 ,e5b7639bbe89526c,66000.0,"Developer, Full-Stack",5500.0,5500.0
2026-02-17 12:33:17.051,Palkansaaja,Ei,36-40,mies,Yes,Finnish,12.0,6.0,4.0,1001-5000,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),2.4,,,,,,,,,,,Traficom,PK-seutu,Julkinen/kolmas sektori,0.9533333333333334,0.05,Cybersecurity or InfoSec Professional,Mid-level,Yes,5836.0,0.0,3419.0,0.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Overtime extra pay (e.g. 1.5x or 2x pay rate), On-call compensation (standby pay)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Training/Courses/Education budget, Public transport subsidy (tax-free)",300.0,Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction),Linux (bare metal / native),"Python, Ruby, Rust","Django, FastAPI",SQL,"Linux server, Docker, Terraform",PostgreSQL,,,e7c8d3bc36e736f3,73451.0,Cybersecurity or InfoSec Professional,6120.916666666667,6420.541958041958
2026-02-17 13:26:27.896,Palkansaaja,Ei,46-50,mies,Yes,Both,20.0,2.0,8.0,51-100,Upper secondary – general (lukio / high school equivalent),Health and Welfare,110.0,,,,,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",0.8,0.4,Engineering Manager,Manager or People Lead,Yes,7200.0,0.0,4320.0,12000.0,0.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Company performance bonus, Overtime extra pay (e.g. 1.5x or 2x pay rate), Referral bonus (for successful hires)","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Home office equipment budget (chair, desk, etc.), Free office parking (during work hours), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office, Public transport subsidy (tax-free)",2000.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip), Limited car benefit",macOS,"TypeScript, Python, Java","Django, FastAPI, Spring Boot","SQL, Kafka, Snowflake / BigQuery / Redshift","Docker, Kubernetes, Terraform","PostgreSQL, MongoDB",,,c109e4dac69bfd12,102720.0,Engineering Manager,8560.0,10700.0
2026-02-17 14:25:45.022,Palkansaaja,Ei,21-25,mies,Yes,Finnish,4.0,1.0,2.0,11-50,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),,,,,,,,,,,,Buildie,Tampere,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.95,"Developer, Full-Stack",Mid-level,Yes,3800.0,0.0,0.0,0.0,0.0,,Alle markkinatason,Lomaraha (Holiday bonus),"Health insurance, Work remotely from abroad (1 week or more), Work laptop, Training/Courses/Education budget, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"JavaScript, TypeScript, Bash","React, Node.js, Express",SQL,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","MySQL, Redis",,,7f72e7cc92ed829c,45600.0,"Developer, Full-Stack",3800.0,3800.0
2026-02-17 14:31:58.372,Palkansaaja,Ei,31-35,mies,Yes,Both,7.0,2.0,4.0,51-100,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,,PK-seutu,"Yritys, jossa softa tukirooli",0.8,0.5,"Developer, Full-Stack",Senior,No,4460.0,0.0,3000.0,0.0,0.0,,En osaa sanoa,"Lomaraha (Holiday bonus), Referral bonus (for successful hires)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Fixed-line internet to your home, Snacks and beverages in office",400.0,,macOS,"JavaScript, TypeScript","React, Vue.js, Next.js",SQL,"Terraform, CI/CD (GitHub Actions, GitLab CI, Jenkins), Google Cloud Platform (GCP)",PostgreSQL,,,1b77419a8b609b79,56520.0,"Developer, Full-Stack",4710.0,5887.5
2026-02-17 16:47:42.336,Palkansaaja,Ei,31-35,mies,Yes,English,15.0,8.0,3.0,501-1000,Upper secondary – vocational (ammatillinen perustutkinto),Information and Communication Technologies (ICT / Computer Science),2.0,,,,,,,,,,,Reaktor,PK-seutu,Konsultointi,1.0,0.05,"Developer, Full-Stack",Senior,No,92881.0,0.0,3710.0,0.0,0.0,,Markkinataso,"Lomaraha (Holiday bonus), Company performance bonus, Stock options / equity, On-call compensation (standby pay)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Home office equipment budget (chair, desk, etc.), Training/Courses/Education budget, Fixed-line internet to your home, Other tools like high-end keyboard, mouse etc, Monitors for home office, Snacks and beverages in office",2500.0,"Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",Windows + WSL,"TypeScript, Java, Bash","React, Node.js, Express","SQL, Kafka, Snowflake / BigQuery / Redshift","Kubernetes, Terraform, CI/CD (GitHub Actions, GitLab CI, Jenkins)","PostgreSQL, Redis, DynamoDB",,,610c49a8d22c01a6,1118282.0,"Developer, Full-Stack",93190.16666666667,93190.16666666667
2026-02-17 16:52:40.665,Palkansaaja,Ei,41-45,mies,Yes,English,20.0,3.0,6.0,101-500,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),8.7,,,,,,,,,,,n8n,Tampere,"Tuotetalossa, jonka core-bisnes on softa",,0.2,Engineering Manager,Manager or People Lead,Yes,10400.0,0.0,0.0,0.0,0.0,,Yli markkinatason,"Lomaraha (Holiday bonus), Stock options / equity, On-call compensation (standby pay)","Health insurance, Work laptop, Training/Courses/Education budget",,,macOS,"TypeScript, Python, Bash","Vue.js, Express",,"Docker, Kubernetes, Microsoft Azure","PostgreSQL, SQLite",,,52c83b27338b5fff,124800.0,Engineering Manager,10400.0,
2026-02-17 17:37:00.839,Palkansaaja,Ei,31-35,mies,Yes,English,8.0,5.0,3.0,501-1000,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)","Business, Administration, and Law",8.0,,,,,,,,,,,,Tampere,"Yritys, jossa softa tukirooli",1.0,0.0,"Developer, Full-Stack",Staff / Principal / Lead,Yes,7039.0,0.0,3378.0,0.0,0.0,Stock option program,Markkinataso,"Lomaraha (Holiday bonus), Overtime extra pay (e.g. 1.5x or 2x pay rate), Stock options / equity, Referral bonus (for successful hires)","Work laptop, Monitors for home office, Snacks and beverages in office",,Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip),macOS,"TypeScript, Python","React, Express, Django","SQL, dbt, Snowflake / BigQuery / Redshift","Kubernetes, CI/CD (GitHub Actions, GitLab CI, Jenkins), Google Cloud Platform (GCP)","PostgreSQL, Redis",,Siistiä kun jaksatte toteuttaa!,4faa960b534dba93,87846.0,"Developer, Full-Stack",7320.5,7320.5
2026-02-18 11:38:30.009,Palkansaaja,Ei,36-40,mies,Yes,Finnish,10.0,3.0,4.0,1001-5000,"Bachelor’s degree – AMK (insinööri, tradenomi, etc.)",Information and Communication Technologies (ICT / Computer Science),0.0,,,,,,,,,,,Sanoma,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.1,"Developer, Mobile",Senior,Yes,6300.0,0.0,3800.0,5550.0,0.0,Company performance bonus,Alle markkinatason,"Lomaraha (Holiday bonus), Company performance bonus, Referral bonus (for successful hires)","Health insurance, Work laptop, Free gym membership",200.0,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,Swift,,,"CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS",,,,d4e726d5695792af,84950.0,"Developer, Mobile",7079.166666666667,7079.166666666667
2026-02-18 14:28:15.536,Laskuttaja,Ei,36-40,mies,Yes,Finnish,13.0,3.0,4.0,1,"Master’s degree – university (FM, KTM, DI, etc.)",Information and Communication Technologies (ICT / Computer Science),0.0,3.0,"Full-stack, architecture, project management",80.0,3700.0,1.0,10.0,Hourly billing,12-24 months,"Myself, Agencies",Suomesta,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,Linux (bare metal / native),TypeScript,"React, Next.js, Node.js",,"Terraform, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","PostgreSQL, DynamoDB",,,0cecc3de663117c9,,,,
2026-02-18 16:41:20.693,Palkansaaja,Ei,41-45,mies,Yes,English,17.0,3.0,9.0,501-1000,Master’s degree – AMK (YAMK),Information and Communication Technologies (ICT / Computer Science),1.5,,,,,,,,,,,,Tampere,Konsultointi,1.0,0.4,"Developer, Full-Stack",Senior,Yes,5100.0,300.0,0.0,0.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Company performance bonus, Referral bonus (for successful hires)","Health insurance, Work laptop, Mobile phone with paid plan (Select only if NO 20 € puhelinetu on payslip), Training/Courses/Education budget, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office",,"Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction), Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip)",macOS,"TypeScript, Java, Kotlin","React, Next.js, Node.js",SQL,"Kubernetes, Terraform, CI/CD (GitHub Actions, GitLab CI, Jenkins)","PostgreSQL, SQL Server, Redis",,,b14fc7df9091908a,61200.0,"Developer, Full-Stack",5100.0,5100.0
2026-02-18 22:44:51.936,Palkansaaja,Ei,31-35,mies,Yes,Both,7.0,3.0,2.0,1001-5000,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),Information and Communication Technologies (ICT / Computer Science),2.0,,,,,,,,,,,,PK-seutu,"Yritys, jossa softa tukirooli",1.0,0.01,"Developer, Full-Stack",Staff / Principal / Lead,Not sure,4950.0,0.0,2800.0,7500.0,0.0,,Alle markkinatason,"Lomaraha (Holiday bonus), Company performance bonus","Health insurance, Work remotely from abroad (1 week or more), Work laptop, Free office parking (during work hours), Other tools like high-end keyboard, mouse etc, Monitors for home office",350.0,Partial Lunch benefit employer pays 25% (lounasvähennys/lunch deduction),Windows + WSL,"TypeScript, C#, Bash","React, ASP.NET Core",,"Docker, CI/CD (GitHub Actions, GitLab CI, Jenkins), AWS","PostgreSQL, DynamoDB",,Thank you,996ed0414f37be19,69700.0,"Developer, Full-Stack",5808.333333333333,5808.333333333333
2026-02-19 12:28:18.638,Palkansaaja,Ei,26-30,nainen,Yes,,3.0,2.0,2.0,,Bachelor’s degree – university (kandidaatti / alempi korkeakoulututkinto),Information and Communication Technologies (ICT / Computer Science),,,,,,,,,,,,,Tampere,Konsultointi,1.0,,"Developer, Full-Stack",Mid-level,,3500.0,0.0,0.0,0.0,0.0,,Alle markkinatason,,"Work laptop, Free gym membership, Training/Courses/Education budget, Other tools like high-end keyboard, mouse etc, Snacks and beverages in office, Public transport subsidy (tax-free)",,Full Lunch benefit employer pays 100% (luontoisetu/fringe benefit),,,,,,,,,f08ffa23f29a272c,42000.0,"Developer, Full-Stack",3500.0,3500.0
2026-02-19 13:34:03.842,Palkansaaja,Ei,36-40,mies,Yes,English,5.0,4.0,2.0,6-10,Upper secondary – general (lukio / high school equivalent),Information and Communication Technologies (ICT / Computer Science),10.0,,,,,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",0.8,0.2,"Developer, Embedded Applications or Devices",Mid-level,No,3300.0,0.0,0.0,0.0,0.0,,En osaa sanoa,Stock options / equity,Work laptop,0.0,Mobile phone with paid plan (Select only if 20 € puhelinetu on payslip),Windows + WSL,"Python, C, Bash",,,"Linux server, Docker, Google Cloud Platform (GCP)",PostgreSQL,,,de530305cbde891d,39600.0,"Developer, Embedded Applications or Devices",3300.0,4125.0
